                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.01978,                 2.0519,                 1.7338,                0.35762,                0.26752,                0.20842,                0.10757,                0.01551,                 1.6051,                 1.4311,                0.03441,               0.001066,               0.001066
                      2,                0.01537,                 1.5858,                 1.3978,                0.33941,                0.29842,                0.26257,                0.14281,                0.01444,                 1.4492,                 1.3645,                 0.0188,              0.0021233,              0.0021233
                      3,                 0.0148,                  1.502,                 1.3637,                0.34447,                0.30887,                0.27334,                  0.151,                0.01387,                 1.3874,                 1.3223,              0.0031815,              0.0031712,              0.0031712
                      4,                0.01435,                  1.427,                 1.3368,                0.39966,                0.33632,                0.31617,                0.17873,                0.01323,                 1.2847,                 1.2795,              0.0031578,              0.0031578,              0.0031578
                      5,                0.01411,                 1.3849,                  1.315,                0.38296,                0.34876,                0.31754,                0.18059,                0.01328,                 1.2851,                 1.2856,              0.0031578,              0.0031578,              0.0031578
                      6,                0.01378,                 1.3324,                 1.2974,                0.42856,                0.36395,                0.35263,                0.20399,                0.01294,                  1.207,                 1.2654,              0.0031437,              0.0031437,              0.0031437
                      7,                0.01354,                 1.2963,                 1.2821,                0.44529,                0.36021,                0.36688,                0.21041,                0.01268,                 1.1942,                 1.2472,              0.0031296,              0.0031296,              0.0031296
                      8,                0.01342,                 1.2738,                 1.2806,                0.46339,                0.37808,                0.37519,                0.21253,                 0.0128,                 1.1609,                 1.2552,              0.0031155,              0.0031155,              0.0031155
                      9,                0.01332,                 1.2551,                 1.2726,                0.44382,                0.36956,                0.36074,                0.20831,                0.01279,                 1.1911,                 1.2504,              0.0031014,              0.0031014,              0.0031014
                     10,                0.01327,                 1.2386,                 1.2667,                0.45981,                0.38091,                0.37787,                0.21691,                0.01266,                 1.1616,                 1.2486,              0.0030874,              0.0030874,              0.0030874
                     11,                0.01316,                 1.2263,                 1.2569,                0.44401,                0.38826,                0.37755,                0.22043,                0.01266,                 1.1656,                 1.2399,              0.0030733,              0.0030733,              0.0030733
                     12,                0.01314,                 1.2215,                 1.2555,                0.47912,                0.40082,                0.40225,                0.23395,                0.01237,                 1.1192,                 1.2257,              0.0030592,              0.0030592,              0.0030592
                     13,                0.01315,                 1.2164,                 1.2525,                 0.4798,                0.39896,                0.40513,                  0.239,                0.01234,                 1.1219,                 1.2195,              0.0030451,              0.0030451,              0.0030451
                     14,                0.01299,                 1.2002,                 1.2439,                0.47367,                0.41172,                0.41071,                0.24044,                0.01237,                 1.1229,                 1.2221,               0.003031,               0.003031,               0.003031
                     15,                0.01297,                 1.1918,                 1.2442,                0.49848,                 0.4162,                0.42263,                0.24872,                0.01218,                 1.0884,                 1.2106,               0.003017,               0.003017,               0.003017
                     16,                0.01292,                  1.179,                  1.238,                0.49372,                0.41111,                0.41421,                0.24411,                0.01226,                 1.1047,                 1.2154,              0.0030029,              0.0030029,              0.0030029
                     17,                  0.013,                 1.1779,                 1.2421,                0.52904,                0.40534,                0.42856,                0.25268,                0.01216,                 1.0972,                 1.2062,              0.0029888,              0.0029888,              0.0029888
                     18,                0.01282,                 1.1655,                 1.2279,                  0.494,                0.41245,                0.41778,                0.24766,                0.01212,                 1.0932,                 1.2004,              0.0029747,              0.0029747,              0.0029747
                     19,                0.01282,                 1.1633,                 1.2335,                0.51189,                0.41094,                0.42498,                0.25083,                0.01232,                 1.0891,                 1.2123,              0.0029606,              0.0029606,              0.0029606
                     20,                0.01283,                 1.1609,                 1.2275,                0.50697,                 0.4144,                0.42176,                0.25052,                0.01212,                 1.0907,                 1.2012,              0.0029466,              0.0029466,              0.0029466
                     21,                0.01272,                 1.1499,                 1.2255,                0.52184,                0.41713,                0.43251,                 0.2561,                0.01212,                 1.0774,                 1.1971,              0.0029325,              0.0029325,              0.0029325
                     22,                0.01271,                 1.1441,                 1.2217,                0.52038,                0.42278,                 0.4395,                0.26162,                0.01207,                 1.0645,                  1.199,              0.0029184,              0.0029184,              0.0029184
                     23,                0.01268,                 1.1403,                  1.221,                  0.517,                0.43162,                0.44138,                0.26264,                0.01202,                  1.068,                 1.1955,              0.0029043,              0.0029043,              0.0029043
                     24,                0.01268,                 1.1378,                 1.2179,                0.50886,                0.42534,                0.43514,                0.25812,                0.01198,                 1.0652,                 1.1903,              0.0028902,              0.0028902,              0.0028902
                     25,                0.01269,                 1.1361,                 1.2171,                0.52246,                0.42975,                0.44418,                0.26245,                0.01202,                  1.057,                 1.1947,              0.0028762,              0.0028762,              0.0028762
                     26,                0.01267,                 1.1262,                 1.2148,                0.52869,                0.43118,                0.44681,                0.26778,                0.01194,                 1.0492,                 1.1899,              0.0028621,              0.0028621,              0.0028621
                     27,                0.01259,                 1.1242,                 1.2178,                0.52597,                0.44009,                0.45422,                0.27201,                0.01188,                 1.0435,                  1.184,               0.002848,               0.002848,               0.002848
